order_id,customer_id,order_date,product,quantity,price,total_amount,status
O00033,C0253,2023/01/25,Laptop,-1,120000.0,-120000.0,Completed
O00034,C0928,2023-06-23,Phone,3,120000.0,360000.0,Pending
O00035,C1173,2023-12-11,Headphones,2,500000.0,1000000.0,Pending
O00036,C1057,2023-10-26,Tablet,-1,500000.0,-500000.0,complete
O00037,C0871,2023-07-30,Laptop,1,20000.0,20000.0,complete
O00038,C0975,20-04-2023,Laptop,3,,300000.0,Returned
O00039,C0540,27-10-2023,Headphones,-1,20000.0,-20000.0,Returned
O00040,C0333,2023/03/15,Phone,-1,20000.0,-20000.0,complete
O00041,C1051,2023-09-28,Phone,-1,20000.0,-20000.0,Completed
O00042,C0321,14-10-2023,Laptop,-1,500000.0,-500000.0,Completed
O00043,C0756,20-10-2023,Laptop,2,500000.0,1000000.0,Pending
O00044,C0624,11-07-2023,Tablet,-1,500000.0,-500000.0,complete
O00045,C0291,29-10-2023,Laptop,3,120000.0,360000.0,complete
O00046,C0374,2023-09-08,Laptop,3,500000.0,1500000.0,Completed
O00047,C0855,2023/09/04,Tablet,-1,120000.0,-120000.0,Returned
O00048,C0973,2023-11-07,Phone,-1,20000.0,-20000.0,Returned
O00049,C0305,2023-06-16,Headphones,-1,150000.0,-150000.0,Returned
O00050,C0694,2023-10-04,Headphones,3,500000.0,1500000.0,complete
O00051,C0050,2023/10/20,Tablet,1,,,complete
O00052,C1109,2023-10-23,Phone,-1,,,Completed
O00053,C1089,2023-04-03,Tablet,2,150000.0,300000.0,Returned
O00054,C0173,2023/10/01,Tablet,-1,,,Returned
O00055,C0047,24-06-2023,Phone,-1,500000.0,-500000.0,Pending
O00056,C0782,2023-05-12,Laptop,1,,,Pending
O00057,C0294,04-04-2023,Laptop,2,120000.0,240000.0,Returned
O00058,C0346,2023/01/31,Tablet,2,500000.0,1000000.0,Completed
O00059,C0610,2023-07-19,Tablet,2,20000.0,40000.0,Pending
O00060,C0528,2023-07-12,Laptop,2,150000.0,300000.0,complete
O00061,C1009,2023/09/18,Headphones,1,120000.0,120000.0,Completed
O00062,C0651,2023/08/26,Headphones,1,20000.0,20000.0,Completed
O00063,C0834,2023-11-21,Laptop,3,,,complete
O00064,C1136,2023-11-30,Tablet,-1,20000.0,-20000.0,Completed
O00065,C1024,2023-04-15,Tablet,2,150000.0,300000.0,Returned
O00066,C1136,2023-08-20,Laptop,-1,,300000.0,complete
O00067,C0001,31-01-2023,Tablet,3,20000.0,60000.0,Pending
O00068,C0435,2023/10/27,Tablet,1,150000.0,150000.0,Completed
O00069,C0615,15-02-2023,Laptop,2,,300000.0,Returned
O00070,C0431,2023/11/09,Tablet,3,120000.0,360000.0,Returned
O00071,C0559,2023/05/06,Tablet,3,150000.0,450000.0,Returned
O00072,C1227,2023-06-18,Phone,1,,300000.0,Completed
O00073,C0019,2023-12-11,Headphones,-1,20000.0,-20000.0,Completed
O00074,C0158,2023-10-03,Headphones,1,120000.0,120000.0,Returned
O00075,C1231,03-07-2023,Phone,1,500000.0,500000.0,Returned
O00076,C0758,09-04-2023,Laptop,2,500000.0,1000000.0,Pending
O00077,C0732,2023-04-09,Tablet,2,150000.0,300000.0,Returned
O00078,C0743,19-01-2023,Headphones,2,500000.0,1000000.0,complete
O00079,C0811,26-02-2023,Headphones,2,,,complete
O00080,C0133,2023-10-29,Laptop,2,120000.0,240000.0,complete
O00081,C1071,2023-05-21,Laptop,3,,300000.0,Completed
O00082,C0874,2023/11/25,Laptop,3,20000.0,60000.0,Returned
O00083,C0561,2023/03/04,Headphones,-1,120000.0,-120000.0,Completed
O00084,C0459,25-01-2023,Headphones,-1,120000.0,-120000.0,Completed
O00085,C0802,10-04-2023,Laptop,1,150000.0,150000.0,Returned
O00086,C0152,2023-05-08,Phone,3,120000.0,360000.0,Completed
O00087,C0198,15-01-2023,Headphones,1,,300000.0,Pending
O00088,C0506,25-02-2023,Phone,3,500000.0,1500000.0,Pending
O00089,C1064,2023-05-02,Headphones,1,20000.0,20000.0,Completed
O00090,C0175,2023-02-01,Headphones,3,500000.0,1500000.0,complete
O00091,C0126,2023-08-15,Tablet,-1,500000.0,-500000.0,Completed
O00092,C0114,2023-10-14,Tablet,-1,20000.0,-20000.0,Completed
O00093,C0841,2023/04/30,Laptop,-1,20000.0,-20000.0,Returned
O00094,C0876,2023/11/14,Laptop,3,500000.0,1500000.0,Returned
O00095,C1059,2023/06/18,Phone,1,500000.0,500000.0,Completed
O00096,C1218,2023/02/04,Phone,2,,300000.0,Pending
O00097,C0862,2023/09/04,Headphones,2,150000.0,300000.0,complete
O00098,C0090,2023-01-31,Tablet,-1,,300000.0,Pending
O00099,C1195,2023-10-05,Phone,-1,120000.0,-120000.0,Pending
O00100,C0596,2023-07-08,Phone,1,150000.0,150000.0,Completed
O00101,C0864,2023-06-26,Phone,2,500000.0,1000000.0,Pending
O00102,C0387,08-12-2023,Headphones,3,,300000.0,Pending
O00103,C0857,2023-06-18,Laptop,-1,500000.0,-500000.0,Returned
O00104,C0449,2023/01/02,Phone,2,20000.0,40000.0,complete
O00105,C0489,2023/09/04,Tablet,-1,150000.0,-150000.0,Returned
O00106,C0377,04-01-2023,Laptop,1,120000.0,120000.0,Completed
O00107,C1136,2023-02-28,Tablet,-1,150000.0,-150000.0,Pending
O00108,C0089,2023-01-16,Phone,3,150000.0,450000.0,complete
O00109,C0536,31-03-2023,Phone,2,150000.0,300000.0,Completed
O00110,C0360,2023-05-15,Laptop,2,20000.0,40000.0,Completed
O00111,C0693,18-04-2023,Headphones,2,120000.0,240000.0,Pending
O00112,C0350,2023/09/27,Headphones,1,500000.0,500000.0,complete
O00113,C0267,2023-04-08,Headphones,3,120000.0,360000.0,Returned
O00114,C0500,2023/01/24,Phone,3,150000.0,450000.0,Pending
O00115,C0506,2023/01/28,Tablet,2,,300000.0,complete
O00116,C0166,2023/08/29,Laptop,2,,300000.0,Pending
O00117,C1021,23-09-2023,Phone,3,120000.0,360000.0,Returned
O00118,C1013,31-08-2023,Headphones,1,150000.0,150000.0,complete
O00119,C0415,2023-08-20,Headphones,2,120000.0,240000.0,Returned
O00120,C0772,2023-10-20,Tablet,3,,,complete
O00121,C0172,01-06-2023,Tablet,2,,,Returned
O00122,C1049,15-11-2023,Headphones,-1,20000.0,-20000.0,Returned
O00123,C0837,08-07-2023,Tablet,3,20000.0,60000.0,Completed
O00124,C0367,2023-08-15,Tablet,1,120000.0,120000.0,Completed
O00125,C0603,2023/09/14,Laptop,3,150000.0,450000.0,Completed
O00126,C0242,06-02-2023,Laptop,2,120000.0,240000.0,complete
O00127,C0674,09-05-2023,Tablet,2,,,Pending
O00128,C0017,03-06-2023,Tablet,-1,20000.0,-20000.0,Completed
O00129,C0966,2023/12/01,Phone,-1,150000.0,-150000.0,complete
O00130,C0429,2023-08-31,Headphones,-1,120000.0,-120000.0,Completed
O00131,C0641,07-04-2023,Headphones,2,20000.0,40000.0,Returned
O00132,C1143,16-01-2023,Phone,2,120000.0,240000.0,Completed
O00133,C1023,04-12-2023,Tablet,2,20000.0,40000.0,Returned
O00134,C0826,2023/12/20,Tablet,3,,,Completed
O00135,C0284,20-03-2023,Headphones,-1,150000.0,-150000.0,Returned
O00136,C0130,01-10-2023,Phone,-1,500000.0,-500000.0,Pending
O00137,C1166,2023/08/20,Tablet,1,150000.0,150000.0,Completed
O00138,C1132,2023-04-01,Headphones,1,150000.0,150000.0,complete
O00139,C0142,17-07-2023,Phone,2,120000.0,240000.0,Completed
O00140,C0931,30-01-2023,Laptop,2,120000.0,240000.0,Returned
O00141,C0800,2023-03-22,Phone,-1,20000.0,-20000.0,Completed
O00142,C0796,2023-04-16,Phone,3,20000.0,60000.0,Returned
O00143,C0325,2023/11/06,Tablet,2,,300000.0,Pending
O00144,C0413,2023-01-04,Headphones,1,20000.0,20000.0,complete
O00145,C1076,2023/06/18,Headphones,-1,20000.0,-20000.0,Completed
O00146,C0186,2023/05/28,Headphones,3,120000.0,360000.0,Returned
O00147,C0358,2023-08-01,Phone,-1,20000.0,-20000.0,Returned
O00148,C0375,2023/12/24,Laptop,-1,500000.0,-500000.0,complete
O00149,C0323,2023/05/21,Tablet,1,150000.0,150000.0,Returned
O00150,C0842,2023-10-11,Tablet,1,500000.0,500000.0,Pending
O00151,C0839,2023-08-19,Tablet,2,,,Returned
O00152,C0054,2023/02/07,Headphones,-1,120000.0,-120000.0,Returned
O00153,C0398,2023-07-23,Laptop,3,500000.0,1500000.0,complete
O00154,C0669,2023/12/10,Headphones,-1,20000.0,-20000.0,Completed
O00155,C0169,2023/10/08,Phone,-1,150000.0,-150000.0,Returned
O00156,C0571,2023-03-24,Laptop,1,150000.0,150000.0,Pending
O00157,C0254,2023/10/01,Headphones,2,500000.0,1000000.0,Completed
O00158,C0559,20-03-2023,Tablet,2,150000.0,300000.0,Completed
O00159,C1090,21-04-2023,Laptop,1,20000.0,20000.0,Pending
O00160,C0909,2023/01/27,Laptop,1,20000.0,20000.0,complete
O00161,C0511,2023-07-11,Phone,1,500000.0,500000.0,Returned
O00162,C0057,08-01-2023,Phone,1,150000.0,150000.0,Completed
O00163,C0343,2023-03-27,Headphones,1,120000.0,120000.0,Pending
O00164,C1151,2023-11-17,Phone,-1,20000.0,-20000.0,Completed
O00165,C0475,2023-04-20,Tablet,3,150000.0,450000.0,Completed
O00166,C0823,01-12-2023,Laptop,-1,150000.0,-150000.0,Returned
O00167,C0450,2023/02/03,Tablet,3,500000.0,1500000.0,Completed
O00168,C0447,30-07-2023,Headphones,1,,,Pending
O00169,C0194,04-11-2023,Headphones,2,120000.0,240000.0,complete
O00170,C0651,08-12-2023,Laptop,3,500000.0,1500000.0,Returned
O00171,C0783,2023/09/19,Phone,1,150000.0,150000.0,Completed
O00172,C0254,2023-06-08,Headphones,2,,,Completed
O00173,C0281,11-07-2023,Tablet,2,150000.0,300000.0,Returned
O00174,C0418,2023-11-25,Phone,-1,120000.0,-120000.0,complete
O00175,C0569,2023/06/12,Laptop,-1,120000.0,-120000.0,Completed
O00176,C0469,19-06-2023,Phone,2,,,complete
O00177,C0455,08-11-2023,Tablet,2,20000.0,40000.0,Completed
O00178,C0132,2023-09-09,Phone,1,150000.0,150000.0,complete
O00179,C0257,2023-02-16,Phone,2,,,Returned
O00180,C0956,2023-06-09,Phone,2,20000.0,40000.0,complete
O00181,C1240,08-05-2023,Tablet,-1,150000.0,-150000.0,Pending
O00182,C0985,10-02-2023,Headphones,-1,150000.0,-150000.0,Returned
O00183,C0903,2023/08/05,Headphones,2,20000.0,40000.0,Completed
O00184,C0781,2023-08-07,Tablet,2,,,Pending
O00185,C0779,26-08-2023,Headphones,3,20000.0,60000.0,Returned
O00186,C0147,2023-06-20,Headphones,2,150000.0,300000.0,complete
O00187,C0008,2023/01/07,Tablet,-1,20000.0,-20000.0,Returned
O00188,C0808,11-07-2023,Headphones,3,,,Returned
O00189,C0079,05-03-2023,Phone,2,20000.0,40000.0,Pending
O00190,C0713,2023/09/18,Headphones,3,500000.0,1500000.0,Returned
O00191,C0868,2023-05-07,Headphones,1,120000.0,120000.0,Completed
O00192,C0302,2023/05/14,Headphones,2,120000.0,240000.0,complete
O00193,C1233,2023/10/24,Phone,1,500000.0,500000.0,Completed
O00194,C0787,2023/07/23,Laptop,2,20000.0,40000.0,complete
O00195,C0874,2023/05/10,Tablet,-1,,300000.0,Returned
O00196,C0182,2023/02/25,Tablet,2,120000.0,240000.0,complete
O00197,C0815,24-12-2023,Laptop,2,20000.0,40000.0,Completed
O00198,C0198,2023/02/05,Headphones,-1,120000.0,-120000.0,Returned
O00199,C0349,01-04-2023,Phone,2,150000.0,300000.0,Returned
O00200,C0372,2023-09-15,Headphones,2,150000.0,300000.0,complete
O00201,C0120,2023-04-04,Tablet,-1,20000.0,-20000.0,Completed
O00202,C0340,10-02-2023,Laptop,-1,500000.0,-500000.0,Pending
O00203,C0131,2023-06-25,Phone,-1,20000.0,-20000.0,Completed
O00204,C0019,01-02-2023,Laptop,1,500000.0,500000.0,complete
O00205,C1069,04-01-2023,Tablet,-1,20000.0,-20000.0,Pending
O00206,C1237,08-08-2023,Tablet,3,120000.0,360000.0,complete
O00207,C0739,07-12-2023,Headphones,1,120000.0,120000.0,Pending
O00208,C0205,02-01-2023,Headphones,2,500000.0,1000000.0,Completed
O00209,C1086,2023/05/24,Phone,3,20000.0,60000.0,Returned
O00210,C1054,2023/07/31,Phone,1,120000.0,120000.0,Completed
O00211,C0737,2023/01/24,Tablet,-1,150000.0,-150000.0,Returned
O00212,C0819,2023-11-10,Tablet,-1,20000.0,-20000.0,Completed
O00213,C0788,2023/05/31,Phone,2,,,complete
O00214,C1019,14-02-2023,Headphones,2,20000.0,40000.0,Completed
O00215,C0987,2023/12/06,Phone,2,150000.0,300000.0,complete
O00216,C0183,24-02-2023,Laptop,2,120000.0,240000.0,Returned
O00217,C0574,2023/04/23,Tablet,-1,500000.0,-500000.0,complete
O00218,C1094,2023/11/21,Headphones,1,120000.0,120000.0,complete
O00219,C1179,2023-11-04,Tablet,-1,20000.0,-20000.0,Returned
O00220,C0477,25-04-2023,Laptop,3,500000.0,1500000.0,Completed
O00221,C0182,2023/06/24,Phone,1,,300000.0,complete
O00222,C0641,2023/07/14,Laptop,3,500000.0,1500000.0,complete
O00223,C0794,05-08-2023,Tablet,2,,,Completed
O00224,C0809,2023/01/05,Headphones,3,150000.0,450000.0,Pending
O00225,C0448,2023/09/13,Headphones,2,,300000.0,complete
O00226,C0070,03-11-2023,Tablet,1,120000.0,120000.0,Returned
O00227,C0441,11-09-2023,Headphones,1,120000.0,120000.0,complete
O00228,C0431,2023/04/26,Laptop,2,20000.0,40000.0,Returned
O00229,C0612,2023-12-04,Laptop,-1,120000.0,-120000.0,Returned
O00230,C0969,28-06-2023,Headphones,1,,300000.0,Pending
O00231,C0399,2023/12/25,Headphones,1,150000.0,150000.0,Pending
O00232,C1188,2023/01/28,Tablet,-1,150000.0,-150000.0,complete
O00233,C0904,23-12-2023,Tablet,2,150000.0,300000.0,complete
O00234,C0400,2023-11-30,Tablet,1,150000.0,150000.0,Returned
O00235,C0874,2023-12-14,Laptop,1,120000.0,120000.0,Returned
O00236,C0367,2023-01-27,Tablet,-1,150000.0,-150000.0,Returned
O00237,C0501,2023-01-18,Phone,-1,20000.0,-20000.0,Pending
O00238,C1220,2023/03/30,Headphones,1,20000.0,20000.0,Returned
O00239,C0563,2023/11/20,Headphones,3,500000.0,1500000.0,Completed
O00240,C0238,2023-02-12,Headphones,2,500000.0,1000000.0,Returned
O00241,C0560,2023/12/22,Laptop,2,20000.0,40000.0,Returned
O00242,C0888,2023/06/02,Phone,1,120000.0,120000.0,Completed
O00243,C1100,05-04-2023,Laptop,-1,,300000.0,Completed
O00244,C1062,2023/10/27,Laptop,2,500000.0,1000000.0,complete
O00245,C1226,2023-12-22,Laptop,-1,120000.0,-120000.0,Completed
O00246,C0080,2023/03/07,Phone,2,500000.0,1000000.0,Pending
O00247,C0071,2023-02-13,Tablet,3,,,Returned
O00248,C0000,08-05-2023,Laptop,3,,300000.0,complete
O00249,C1181,2023/09/09,Tablet,3,,,Completed
O00250,C0091,2023-05-02,Phone,2,120000.0,240000.0,complete
O00251,C0274,2023/11/05,Phone,3,120000.0,360000.0,complete
O00252,C0864,2023/02/08,Tablet,3,20000.0,60000.0,complete
O00253,C0819,2023-08-22,Tablet,-1,150000.0,-150000.0,complete
O00254,C0144,2023/11/19,Tablet,2,120000.0,240000.0,complete
O00255,C0859,20-03-2023,Headphones,-1,500000.0,-500000.0,complete
O00256,C0158,2023-05-19,Laptop,-1,500000.0,-500000.0,Pending
O00257,C0182,05-07-2023,Tablet,2,150000.0,300000.0,Pending
O00258,C0020,20-02-2023,Phone,-1,500000.0,-500000.0,Completed
O00259,C0359,2023/09/27,Tablet,-1,500000.0,-500000.0,Pending
O00260,C1171,2023/05/25,Tablet,1,500000.0,500000.0,complete
O00261,C0651,2023-07-19,Tablet,-1,20000.0,-20000.0,complete
O00262,C0530,2023/01/05,Phone,2,150000.0,300000.0,Returned
O00263,C1162,2023-05-17,Tablet,2,,300000.0,Returned
O00264,C0374,13-08-2023,Headphones,3,120000.0,360000.0,Returned
O00265,C1066,28-04-2023,Laptop,3,20000.0,60000.0,Pending
O00266,C0184,2023-11-21,Laptop,2,500000.0,1000000.0,complete
O00267,C1178,2023-01-30,Tablet,-1,500000.0,-500000.0,Returned
O00268,C1041,11-03-2023,Headphones,1,20000.0,20000.0,Completed
O00269,C0389,2023/01/04,Headphones,3,150000.0,450000.0,Completed
O00270,C1243,2023-08-18,Phone,2,500000.0,1000000.0,Pending
O00271,C0273,21-09-2023,Laptop,-1,20000.0,-20000.0,Returned
O00272,C0349,2023-07-11,Tablet,2,,,Pending
O00273,C0612,05-09-2023,Tablet,2,500000.0,1000000.0,Returned
O00274,C0445,2023/06/06,Laptop,-1,,300000.0,Completed
O00275,C0728,2023/01/04,Headphones,3,120000.0,360000.0,Pending
O00276,C0219,03-01-2023,Phone,-1,120000.0,-120000.0,Completed
O00277,C0207,09-08-2023,Phone,1,,,Returned
O00278,C0253,2023-09-07,Phone,3,150000.0,450000.0,Returned
O00279,C0809,11-07-2023,Tablet,-1,150000.0,-150000.0,Pending
O00280,C0222,2023/08/13,Headphones,2,150000.0,300000.0,Pending
O00281,C0888,03-01-2023,Phone,1,150000.0,150000.0,Pending
O00282,C0082,10-03-2023,Headphones,3,500000.0,1500000.0,complete
O00283,C0407,2023/09/03,Tablet,1,20000.0,20000.0,Returned
O00284,C1126,2023/09/11,Phone,3,20000.0,60000.0,Returned
O00285,C0269,2023-02-26,Laptop,2,150000.0,300000.0,Pending
O00286,C1024,2023/01/07,Phone,1,120000.0,120000.0,Returned
O00287,C1222,05-01-2023,Headphones,3,120000.0,360000.0,Returned
O00288,C0169,2023-08-08,Phone,2,150000.0,300000.0,Pending
O00289,C0235,2023/05/15,Phone,-1,150000.0,-150000.0,Returned
O00290,C0211,2023/12/25,Phone,2,,,complete
O00291,C0246,09-03-2023,Laptop,3,150000.0,450000.0,complete
O00292,C0873,2023/01/10,Phone,1,500000.0,500000.0,Returned
O00293,C0834,26-09-2023,Phone,2,120000.0,240000.0,Returned
O00294,C0981,2023/02/01,Headphones,1,120000.0,120000.0,Completed
O00295,C0551,06-07-2023,Tablet,-1,150000.0,-150000.0,Pending
O00296,C0097,2023-04-04,Laptop,1,120000.0,120000.0,complete
O00297,C0584,30-08-2023,Laptop,-1,150000.0,-150000.0,Pending
O00298,C1006,06-07-2023,Tablet,1,500000.0,500000.0,Completed
O00299,C1130,08-03-2023,Tablet,3,,300000.0,complete
O00300,C0565,2023/04/18,Headphones,1,500000.0,500000.0,complete
O00301,C1232,2023-03-03,Phone,2,20000.0,40000.0,Completed
O00302,C0153,2023/10/07,Tablet,3,20000.0,60000.0,complete
O00303,C1092,2023-03-20,Phone,2,20000.0,40000.0,Pending
O00304,C1147,27-06-2023,Headphones,1,20000.0,20000.0,Completed
O00305,C0988,2023/08/03,Laptop,2,,300000.0,complete
O00306,C0593,2023/01/24,Laptop,2,20000.0,40000.0,Returned
O00307,C1090,2023-09-20,Phone,-1,,300000.0,Returned
O00308,C0820,07-11-2023,Phone,2,500000.0,1000000.0,complete
O00309,C1171,2023/04/22,Laptop,-1,,300000.0,Pending
O00310,C0451,2023/06/01,Tablet,1,150000.0,150000.0,complete
O00311,C0093,2023-10-01,Tablet,1,150000.0,150000.0,Pending
O00312,C0272,2023-05-19,Phone,2,,,Completed
O00313,C0711,2023/11/20,Tablet,3,500000.0,1500000.0,Pending
O00314,C0273,2023/07/29,Tablet,3,500000.0,1500000.0,Completed
O00315,C0728,2023/04/23,Tablet,2,120000.0,240000.0,Completed
O00316,C1100,2023/12/03,Laptop,-1,120000.0,-120000.0,complete
O00317,C0905,23-04-2023,Tablet,2,,300000.0,complete
O00318,C0913,2023/04/29,Headphones,3,150000.0,450000.0,Returned
O00319,C0191,2023-09-11,Headphones,2,150000.0,300000.0,complete
O00320,C1166,2023/09/09,Phone,3,500000.0,1500000.0,Pending
O00321,C0333,01-04-2023,Phone,1,150000.0,150000.0,Completed
O00322,C0873,06-05-2023,Headphones,1,,,Completed
O00323,C1235,21-02-2023,Headphones,1,500000.0,500000.0,Completed
O00324,C0089,2023-03-09,Laptop,3,150000.0,450000.0,Completed
O00325,C0019,2023/02/24,Tablet,1,150000.0,150000.0,complete
O00326,C0983,16-10-2023,Phone,3,120000.0,360000.0,Returned
O00327,C0316,2023-05-05,Tablet,1,500000.0,500000.0,Completed
O00328,C0210,06-10-2023,Laptop,-1,150000.0,-150000.0,Completed
O00329,C0459,2023-01-13,Headphones,-1,150000.0,-150000.0,Pending
O00330,C0587,2023/04/26,Headphones,1,20000.0,20000.0,complete
O00331,C0225,2023-04-25,Tablet,3,500000.0,1500000.0,Pending
O00332,C0242,2023-07-04,Laptop,2,150000.0,300000.0,Returned
O00333,C1086,2023/06/21,Phone,-1,150000.0,-150000.0,Pending
O00334,C0587,2023-06-28,Tablet,-1,120000.0,-120000.0,Pending
O00335,C0156,2023-01-02,Phone,3,150000.0,450000.0,Returned
O00336,C0914,2023-09-02,Laptop,-1,120000.0,-120000.0,complete
O00337,C0185,2023-06-15,Phone,-1,120000.0,-120000.0,Pending
O00338,C1012,06-08-2023,Headphones,3,150000.0,450000.0,complete
O00339,C0784,2023/08/03,Headphones,-1,,,Returned
O00340,C0171,2023/10/25,Headphones,2,500000.0,1000000.0,complete
O00341,C0740,2023-01-02,Laptop,3,,300000.0,complete
O00342,C0225,31-01-2023,Tablet,2,120000.0,240000.0,Returned
O00343,C0295,10-10-2023,Phone,2,150000.0,300000.0,Completed
O00344,C0282,2023/03/02,Phone,-1,500000.0,-500000.0,Returned
O00345,C0761,2023/01/28,Laptop,1,20000.0,20000.0,complete
O00346,C0061,17-03-2023,Phone,1,150000.0,150000.0,Completed
O00347,C0025,19-10-2023,Phone,2,20000.0,40000.0,complete
O00348,C1080,24-12-2023,Headphones,-1,120000.0,-120000.0,Returned
O00349,C0027,2023-05-27,Phone,1,500000.0,500000.0,complete
O00350,C1030,2023-03-24,Headphones,-1,20000.0,-20000.0,Pending
O00351,C1171,14-09-2023,Phone,-1,150000.0,-150000.0,Pending
O00352,C0188,25-09-2023,Phone,2,20000.0,40000.0,Completed
O00353,C0448,2023-07-20,Laptop,-1,20000.0,-20000.0,Pending
O00354,C0829,2023-07-14,Laptop,3,20000.0,60000.0,complete
O00355,C0552,2023-02-25,Laptop,3,,300000.0,Completed
O00356,C0490,2023-05-25,Laptop,1,150000.0,150000.0,Completed
O00357,C0633,2023/04/07,Phone,1,150000.0,150000.0,Pending
O00358,C0174,2023/10/19,Laptop,-1,500000.0,-500000.0,Completed
O00359,C0644,17-02-2023,Laptop,3,120000.0,360000.0,Returned
O00360,C1024,10-04-2023,Headphones,3,150000.0,450000.0,Completed
O00361,C0678,2023/07/28,Laptop,2,500000.0,1000000.0,Returned
O00362,C0976,2023-10-28,Tablet,2,150000.0,300000.0,Returned
O00363,C0161,2023-11-17,Phone,2,150000.0,300000.0,complete
O00364,C1027,2023/09/22,Tablet,-1,150000.0,-150000.0,Pending
O00365,C0595,2023/07/04,Headphones,1,20000.0,20000.0,complete
O00366,C0427,2023/11/09,Laptop,2,,300000.0,Completed
O00367,C0030,15-03-2023,Laptop,-1,500000.0,-500000.0,Returned
O00368,C0642,28-03-2023,Phone,1,120000.0,120000.0,Pending
O00369,C0723,2023-02-15,Phone,-1,120000.0,-120000.0,Returned
O00370,C0524,2023/08/15,Phone,1,,300000.0,Completed
O00371,C0744,27-05-2023,Headphones,2,20000.0,40000.0,Pending
O00372,C1049,16-11-2023,Tablet,1,20000.0,20000.0,Returned
O00373,C0538,2023-12-16,Laptop,2,,,complete
O00374,C0215,29-05-2023,Phone,-1,500000.0,-500000.0,complete
O00375,C0795,2023/08/25,Laptop,3,20000.0,60000.0,Returned
O00376,C1095,2023-08-27,Laptop,2,500000.0,1000000.0,Returned
O00377,C0887,13-04-2023,Tablet,1,120000.0,120000.0,Pending
O00378,C1237,2023-09-06,Headphones,1,120000.0,120000.0,Returned
O00379,C0078,2023-10-07,Headphones,2,150000.0,300000.0,Pending
O00380,C1163,2023/01/17,Headphones,1,120000.0,120000.0,Returned
O00381,C0969,2023-04-20,Phone,1,20000.0,20000.0,Pending
O00382,C0516,2023-11-22,Laptop,2,500000.0,1000000.0,Pending
O00383,C0829,11-02-2023,Headphones,-1,,,Pending
O00384,C0376,2023-01-28,Headphones,3,120000.0,360000.0,complete
O00385,C0406,28-06-2023,Headphones,-1,,,Returned
O00386,C0726,2023/12/21,Headphones,1,,,Completed
O00387,C1184,2023-11-12,Tablet,3,500000.0,1500000.0,complete
O00388,C0939,17-03-2023,Tablet,1,20000.0,20000.0,Pending
O00389,C1066,02-01-2023,Phone,-1,,,Completed
O00390,C0447,07-04-2023,Phone,-1,150000.0,-150000.0,Pending
O00391,C0429,2023/04/08,Laptop,3,120000.0,360000.0,Completed
O00392,C0618,2023/06/07,Laptop,-1,20000.0,-20000.0,Returned
O00393,C0840,30-06-2023,Headphones,3,500000.0,1500000.0,complete
O00394,C0939,08-08-2023,Phone,2,,300000.0,Returned
O00395,C0583,2023/12/04,Headphones,3,,,Completed
O00396,C0212,2023/02/15,Laptop,-1,500000.0,-500000.0,Returned
